file_path,file_type,purpose,generated_by,input_dependencies,last_modified,tracked_by_git,reproducible,notes
data_collection/scripts/build_quality_audit.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-02T12:10:13,True,True,size_bytes=7814
data_collection/scripts/check_image_label_pairs.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T09:28:43,True,True,size_bytes=2178
data_collection/scripts/create_balanced_subset_plan.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-01T15:42:20,True,True,size_bytes=8526
data_collection/scripts/create_dataset_folders.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T09:29:17,True,True,size_bytes=2384
data_collection/scripts/create_external_contact_sheets.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-31T10:48:07,True,True,size_bytes=2462
data_collection/scripts/detect_duplicate_videos.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:05:34,True,True,size_bytes=1243
data_collection/scripts/detect_external_duplicates.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-31T10:52:22,True,True,size_bytes=3855
data_collection/scripts/detect_near_duplicate_frames.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:06:27,True,True,size_bytes=2230
data_collection/scripts/detect_sequence_leakage.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-31T10:48:07,True,True,size_bytes=1859
data_collection/scripts/discover_external_datasets.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-31T10:53:49,True,True,size_bytes=3946
data_collection/scripts/download_approved_sources.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:08:49,True,True,size_bytes=3305
data_collection/scripts/download_commons_demo_images.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:36:35,True,True,size_bytes=8875
data_collection/scripts/external_eda_common.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-02T12:09:12,True,True,size_bytes=10321
data_collection/scripts/extract_frames.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:05:34,True,True,size_bytes=2124
data_collection/scripts/generate_contact_sheet.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:06:27,True,True,size_bytes=1879
data_collection/scripts/generate_dataset_summary.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T09:28:43,True,True,size_bytes=2313
data_collection/scripts/generate_online_data_report.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:06:27,True,True,size_bytes=3413
data_collection/scripts/inspect_aau_rainsnow.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-02T12:09:12,True,True,size_bytes=14182
data_collection/scripts/inspect_mio_tcd.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-02T12:15:25,True,True,size_bytes=11608
data_collection/scripts/inspect_ua_detrac.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-02T12:10:13,True,True,size_bytes=22687
data_collection/scripts/inspect_videos.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:05:34,True,True,size_bytes=3804
data_collection/scripts/normalize_videos.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:08:49,True,True,size_bytes=2455
data_collection/scripts/online_common.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:07:42,True,True,size_bytes=2734
data_collection/scripts/propose_dataset_split.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:06:27,True,True,size_bytes=1245
data_collection/scripts/README.md,DOCUMENT,Documentation or generated narrative,MANUAL_DOCUMENT,NOT_DECLARED,2026-08-01T15:42:06,True,False,size_bytes=1879
data_collection/scripts/run_external_dataset_eda.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-02T12:18:40,True,True,size_bytes=65616
data_collection/scripts/run_online_data_pipeline.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:06:51,True,True,size_bytes=3079
data_collection/scripts/search_open_sources.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:04:39,True,True,size_bytes=1151
data_collection/scripts/sync_online_images_metadata.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:49:58,True,True,size_bytes=2414
data_collection/scripts/validate_external_annotations.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-31T10:41:59,True,True,size_bytes=129
data_collection/scripts/validate_metadata.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T09:28:43,True,True,size_bytes=2952
data_collection/scripts/validate_source_license.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-07-29T11:04:39,True,True,size_bytes=3005
data_collection/scripts/validate_split_policy.py,SOURCE_CODE,Executable or test source,MANUAL_SOURCE,NOT_DECLARED,2026-08-01T15:40:29,True,True,size_bytes=8818
data_collection/reports/aau_rainsnow_download_evidence.md,DOCUMENT,Documentation or generated narrative,MANUAL_DOCUMENT,NOT_DECLARED,2026-07-29T12:26:46,True,False,size_bytes=1595
data_collection/reports/active_dataset_selection.md,DOCUMENT,Documentation or generated narrative,MANUAL_DOCUMENT,NOT_DECLARED,2026-07-31T10:15:24,True,False,size_bytes=903
data_collection/reports/audit/aau_lighting_review_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:34,False,True,size_bytes=9284
data_collection/reports/audit/AUDIT_EXECUTIVE_SUMMARY.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:53:30,False,True,size_bytes=1746
data_collection/reports/audit/audit_findings.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:53:30,False,True,size_bytes=4192
data_collection/reports/audit/claim_verification.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:49:02,False,True,size_bytes=2823
data_collection/reports/audit/class_mapping_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:34,False,True,size_bytes=2319
data_collection/reports/audit/dataset_count_reconciliation.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:34,False,True,size_bytes=440
data_collection/reports/audit/duplicate_cross_split_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:34,False,True,size_bytes=221
data_collection/reports/audit/file_inventory.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:13,False,True,size_bytes=67781
data_collection/reports/audit/FULL_EDA_AUDIT_REPORT.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:47:13,False,True,size_bytes=7821
data_collection/reports/audit/k230_backlit_audit.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:35,False,True,size_bytes=881
data_collection/reports/audit/production_reproduction_audit.csv,TABLE,"Metadata, plan, or generated report",NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:49:33,False,False,size_bytes=1328
data_collection/reports/audit/recommended_fix_plan.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:53:38,False,True,size_bytes=5046
data_collection/reports/audit/report_consistency_audit.csv,TABLE,"Metadata, plan, or generated report",NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:44:20,False,False,size_bytes=2377
data_collection/reports/audit/reproduction_commands.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:47:43,False,True,size_bytes=1582
data_collection/reports/audit/reproduction_environment.md,DOCUMENT,Documentation or generated narrative,MANUAL_DOCUMENT,NOT_DECLARED,2026-08-02T12:53:52,False,False,size_bytes=2169
data_collection/reports/audit/sequence_leakage_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:34,False,True,size_bytes=555
data_collection/reports/audit/test_quality_audit.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:53:30,False,True,size_bytes=2894
data_collection/reports/audit/ua_bbox_clipping_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:51:34,False,True,size_bytes=1389
data_collection/reports/audit/ua_others_review_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:45:01,False,True,size_bytes=3134
data_collection/reports/audit_reproduction/.gitignore,OTHER,Repository artifact,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:45:46,False,False,size_bytes=203
data_collection/reports/audit_reproduction/contact_sheets/aau_lighting_audit_page_1.jpg,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:36:40,False,False,size_bytes=366130
data_collection/reports/audit_reproduction/contact_sheets/aau_lighting_audit_page_2.jpg,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:36:41,False,False,size_bytes=437566
data_collection/reports/audit_reproduction/contact_sheets/aau_lighting_audit_page_3.jpg,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:36:41,False,False,size_bytes=408114
data_collection/reports/audit_reproduction/contact_sheets/aau_lighting_audit_page_4.jpg,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:36:42,False,False,size_bytes=232115
data_collection/reports/audit_reproduction/contact_sheets/ua_others_audit.jpg,FIGURE,Generated visualization/evidence,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:39:17,False,True,size_bytes=629338
data_collection/reports/audit_reproduction/eda_sample_100/annotation_quality.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:47,False,True,size_bytes=1057
data_collection/reports/audit_reproduction/eda_sample_100/balanced_subset_plan.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=1494
data_collection/reports/audit_reproduction/eda_sample_100/bbox_boundary_clip_samples.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=203761
data_collection/reports/audit_reproduction/eda_sample_100/bbox_distribution_by_scene.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=7116
data_collection/reports/audit_reproduction/eda_sample_100/bbox_samples.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=23017036
data_collection/reports/audit_reproduction/eda_sample_100/bbox_statistics.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:47,False,True,size_bytes=801
data_collection/reports/audit_reproduction/eda_sample_100/cache/aau_rainsnow_sample_100.json,OTHER,Repository artifact,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:43:29,False,False,size_bytes=821769
data_collection/reports/audit_reproduction/eda_sample_100/cache/mio_tcd_sample_100.json,OTHER,Repository artifact,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:43:24,False,False,size_bytes=1902253
data_collection/reports/audit_reproduction/eda_sample_100/cache/ua_detrac_sample_100.json,OTHER,Repository artifact,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:43:56,False,False,size_bytes=65703422
data_collection/reports/audit_reproduction/eda_sample_100/class_distribution.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=2235
data_collection/reports/audit_reproduction/eda_sample_100/class_distribution_by_scene.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=4306
data_collection/reports/audit_reproduction/eda_sample_100/condition_distribution.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=770
data_collection/reports/audit_reproduction/eda_sample_100/contact_sheet_status.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:51,False,True,size_bytes=1096
data_collection/reports/audit_reproduction/eda_sample_100/cross_test_sequence_statistics.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=2311
data_collection/reports/audit_reproduction/eda_sample_100/daily_report_draft.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:51,False,True,size_bytes=2538
data_collection/reports/audit_reproduction/eda_sample_100/dataset_comparison.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:47,False,True,size_bytes=2265
data_collection/reports/audit_reproduction/eda_sample_100/dataset_gap_analysis.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=7932
data_collection/reports/audit_reproduction/eda_sample_100/dataset_inventory.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:47,False,True,size_bytes=1400
data_collection/reports/audit_reproduction/eda_sample_100/duplicate_groups.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=18578
data_collection/reports/audit_reproduction/eda_sample_100/executive_summary.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:51,False,True,size_bytes=1566
data_collection/reports/audit_reproduction/eda_sample_100/figures/01_images_by_dataset.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=42087
data_collection/reports/audit_reproduction/eda_sample_100/figures/02_videos_sequences_by_dataset.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=43526
data_collection/reports/audit_reproduction/eda_sample_100/figures/03_bboxes_by_dataset.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=43325
data_collection/reports/audit_reproduction/eda_sample_100/figures/04_original_class_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=85692
data_collection/reports/audit_reproduction/eda_sample_100/figures/05_mapped_class_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=40831
data_collection/reports/audit_reproduction/eda_sample_100/figures/06_lighting_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=30302
data_collection/reports/audit_reproduction/eda_sample_100/figures/07_weather_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:48,False,False,size_bytes=52712
data_collection/reports/audit_reproduction/eda_sample_100/figures/08_brightness_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=30467
data_collection/reports/audit_reproduction/eda_sample_100/figures/09_blur_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=29766
data_collection/reports/audit_reproduction/eda_sample_100/figures/10_resolution_distribution.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=34608
data_collection/reports/audit_reproduction/eda_sample_100/figures/11_bbox_area_ratio.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=32276
data_collection/reports/audit_reproduction/eda_sample_100/figures/12_bbox_width_320.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=30094
data_collection/reports/audit_reproduction/eda_sample_100/figures/13_bbox_height_320.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=32073
data_collection/reports/audit_reproduction/eda_sample_100/figures/14_bbox_320_categories.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:49,False,False,size_bytes=39895
data_collection/reports/audit_reproduction/eda_sample_100/figures/15_boxes_per_image.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:50,False,False,size_bytes=32847
data_collection/reports/audit_reproduction/eda_sample_100/figures/16_ua_occlusion.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:50,False,False,size_bytes=30934
data_collection/reports/audit_reproduction/eda_sample_100/figures/17_ua_truncation.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:50,False,False,size_bytes=31703
data_collection/reports/audit_reproduction/eda_sample_100/figures/18_viewpoint_score.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:50,False,False,size_bytes=39276
data_collection/reports/audit_reproduction/eda_sample_100/figures/19_selection_ratio.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:50,False,False,size_bytes=46677
data_collection/reports/audit_reproduction/eda_sample_100/figures/20_data_gaps.png,FIGURE,Generated visualization/evidence,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:48:50,False,False,size_bytes=35277
data_collection/reports/audit_reproduction/eda_sample_100/figures/21_cross_test_bbox_difficulty.png,FIGURE,Generated visualization/evidence,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:50,False,True,size_bytes=49645
data_collection/reports/audit_reproduction/eda_sample_100/figures/22_quality_issue_counts.png,FIGURE,Generated visualization/evidence,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:50,False,True,size_bytes=45448
data_collection/reports/audit_reproduction/eda_sample_100/figures/23_split_sequence_distribution.png,FIGURE,Generated visualization/evidence,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:51,False,True,size_bytes=47755
data_collection/reports/audit_reproduction/eda_sample_100/image_quality.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:47,False,True,size_bytes=713
data_collection/reports/audit_reproduction/eda_sample_100/image_quality_samples.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:47,False,True,size_bytes=69778
data_collection/reports/audit_reproduction/eda_sample_100/invalid_annotations.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=205912
data_collection/reports/audit_reproduction/eda_sample_100/k230_holdout_plan.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=1327
data_collection/reports/audit_reproduction/eda_sample_100/label_consistency_audit.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=1766
data_collection/reports/audit_reproduction/eda_sample_100/pipeline_errors.log,OTHER,Repository artifact,NO_GENERATOR_FOUND,NOT_DECLARED,2026-08-02T12:43:01,False,False,size_bytes=4252
data_collection/reports/audit_reproduction/eda_sample_100/quality_audit_summary.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=987
data_collection/reports/audit_reproduction/eda_sample_100/quality_review_queue.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=924
data_collection/reports/audit_reproduction/eda_sample_100/research_findings.md,DOCUMENT,Documentation or generated narrative,REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:51,False,True,size_bytes=5271
data_collection/reports/audit_reproduction/eda_sample_100/road_type_distribution.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=637
data_collection/reports/audit_reproduction/eda_sample_100/scene_metadata_distribution.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=2688
data_collection/reports/audit_reproduction/eda_sample_100/selected_data_manifest.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=791012
data_collection/reports/audit_reproduction/eda_sample_100/sequence_leakage.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=99
data_collection/reports/audit_reproduction/eda_sample_100/sequence_scene_metadata.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=4191
data_collection/reports/audit_reproduction/eda_sample_100/split_distribution.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=954
data_collection/reports/audit_reproduction/eda_sample_100/split_proposal.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=47598
data_collection/reports/audit_reproduction/eda_sample_100/split_validation_summary.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=1244
data_collection/reports/audit_reproduction/eda_sample_100/stationary_candidates.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=3912
data_collection/reports/audit_reproduction/eda_sample_100/viewpoint_suitability.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:48,False,True,size_bytes=46850
data_collection/reports/audit_reproduction/eda_sample_5000/annotation_quality.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:32,False,True,size_bytes=1063
data_collection/reports/audit_reproduction/eda_sample_5000/balanced_subset_plan.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:33,False,True,size_bytes=1492
data_collection/reports/audit_reproduction/eda_sample_5000/bbox_boundary_clip_samples.csv,TABLE,"Metadata, plan, or generated report",REFERENCED_BY_SCRIPT,See source/config references,2026-08-02T12:48:33,False,True,size_bytes=203761
